name,id,align,eye,hair,sex,gsm,alive,apperances,first,year,publisher
Sagbata (Earth-616),Secret Identity,,Brown Eyes,White Hair,Male Characters,,Living Characters,4,May-90,1990,Marvel
Target (Earth-616),,Good Characters,,Blond Hair,Male Characters,,Living Characters,4,Jul-90,1990,Marvel
Tracy Collins (Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,4,Jul-90,1990,Marvel
Watcher of the Calishee (Earth-616),Secret Identity,Neutral Characters,,No Hair,,,Living Characters,4,Jul-90,1990,Marvel
White Noise (Earth-616),Public Identity,Bad Characters,White Eyes,White Hair,Female Characters,,Living Characters,4,Jun-90,1990,Marvel
Aleksey Lebedev (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,4,Jun-91,1991,Marvel
Axl Nacht (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4,Feb-91,1991,Marvel
Charles Blackwater (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,4,Oct-91,1991,Marvel
Chester Goudal (Earth-616),,Bad Characters,,Red Hair,Male Characters,,Deceased Characters,4,Jul-91,1991,Marvel
Christine Harris (Earth-616),Public Identity,,,,Female Characters,,Living Characters,4,Jun-91,1991,Marvel
Daemian Wainscroft (Earth-616),Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,4,Jul-91,1991,Marvel
Derrick Wainscroft (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,4,Jul-91,1991,Marvel
Elmar Radd (Earth-616),Public Identity,,,Brown Hair,Female Characters,,Deceased Characters,4,Oct-91,1991,Marvel
Fath (Earth-616),Public Identity,Neutral Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,4,Sep-91,1991,Marvel
Harry Tabeshaw (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4,Nov-91,1991,Marvel
Hiro (Cyburai) (Earth-616),,,,Black Hair,Male Characters,,Living Characters,4,Feb-91,1991,Marvel
Jartran Radd (Earth-616),Public Identity,Good Characters,Grey Eyes,Bald,Male Characters,,Deceased Characters,4,Jun-91,1991,Marvel
Jim Sharp (Earth-616),Public Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,4,Aug-91,1991,Marvel
Jocko (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,4,Apr-91,1991,Marvel
Laura Lipton (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4,Jan-91,1991,Marvel
Leslie Anne Shappe (Earth-616),Public Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4,Apr-91,1991,Marvel
Michael Shauneghann (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,Aug-91,1991,Marvel
Mlima (Earth-616),Public Identity,,Brown Eyes,,Female Characters,,Living Characters,4,Apr-91,1991,Marvel
Mysteria Winters (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,4,Jul-91,1991,Marvel
Omar Barrenos (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,4,Feb-91,1991,Marvel
Phobos (Earth-616),,,,,Male Characters,,Living Characters,4,Aug-91,1991,Marvel
Renee Fuanaro (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,4,May-91,1991,Marvel
Sally (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,4,Apr-91,1991,Marvel
Simon Halloway (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,4,Oct-91,1991,Marvel
Steven Partridge (Earth-616),Public Identity,Neutral Characters,Blue Eyes,White Hair,,,Living Characters,4,May-91,1991,Marvel
Steven Shaffran (Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Deceased Characters,4,Nov-91,1991,Marvel
Zahnmorder (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,4,Sep-91,1991,Marvel
Alexander Ryking (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,4,Sep-92,1992,Marvel
Baldrick (Earth-616),,,,,Male Characters,,Living Characters,4,Jan-92,1992,Marvel
Beelzeboul (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,4,Jul-92,1992,Marvel
Benjamin Grimm (Doppelganger) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,4,Jun-92,1992,Marvel
Combat (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4,Oct-92,1992,Marvel
George Blair (Earth-616),Secret Identity,Bad Characters,Purple Eyes,Purple Hair,Male Characters,,Living Characters,4,Feb-92,1992,Marvel
Hardball (Imperial Guard) (Earth-616),Secret Identity,Neutral Characters,Black Eyes,No Hair,Male Characters,,Living Characters,4,Mar-92,1992,Marvel
Host (D.O.A.) (Earth-616),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,4,Dec-92,1992,Marvel
Joshua Wirtham (Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Deceased Characters,4,Feb-92,1992,Marvel
Katherine Petrezyn (Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Female Characters,,Deceased Characters,4,Dec-92,1992,Marvel
Kevin Leonardo (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,4,Dec-92,1992,Marvel
Lawrence Paxton (Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,4,Dec-92,1992,Marvel
Lorne Quickfall (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4,Oct-92,1992,Marvel
Lupe (Werewolf) (Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,4,Jul-92,1992,Marvel
Marilyn Maycroft (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4,Jun-92,1992,Marvel
Melinda Brewer (Earth-616),Public Identity,Neutral Characters,,Red Hair,Female Characters,,Living Characters,4,Jan-92,1992,Marvel
Miyami (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,4,Jan-92,1992,Marvel
Philip Roth (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,Dec-92,1992,Marvel
Raa (Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,4,Oct-92,1992,Marvel
Rachel Dreyfuss (Earth-616),Public Identity,,,Red Hair,Female Characters,,Living Characters,4,Mar-92,1992,Marvel
Rekrab (Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,4,Jul-92,1992,Marvel
Richard Yurocko (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,4,May-92,1992,Marvel
Sadae Tsumura (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Pink Hair,Female Characters,,Deceased Characters,4,Sep-92,1992,Marvel
Samantha Bryant (Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,4,Dec-92,1992,Marvel
Stephen Strange (Counter-Earth) (Earth-616),,Bad Characters,Grey Eyes,Black Hair,Male Characters,,Living Characters,4,Oct-92,1992,Marvel
Strontium-90 (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,Oct-92,1992,Marvel
Super-Ego (Earth-616),Secret Identity,,,No Hair,,,Living Characters,4,Jul-92,1992,Marvel
Tequila (Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,4,Oct-92,1992,Marvel
Tess Walker (Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,4,May-92,1992,Marvel
Thaddeus Paine (Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,4,Dec-92,1992,Marvel
Thommanom (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,4,Jun-92,1992,Marvel
Abadon (Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,Jun-93,1993,Marvel
Adrian Lynn (Earth-616),Secret Identity,Neutral Characters,Black Eyes,,Female Characters,,Living Characters,4,Mar-93,1993,Marvel
Alison Kane (Earth-616),,Good Characters,,,Female Characters,,Living Characters,4,Jun-93,1993,Marvel
Ambassador (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,4,Nov-93,1993,Marvel
Amie Zamborano (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,Oct-93,1993,Marvel
Anastasia Summit (Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,4,Oct-93,1993,Marvel
Arnold Coltrane (Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,4,Jun-93,1993,Marvel
Automaton (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,4,Oct-93,1993,Marvel
Banzai (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,Oct-93,1993,Marvel
Bernard Scudder (Earth-616),No Dual Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4,Oct-93,1993,Marvel
Carl Brock (Earth-616),Public Identity,Neutral Characters,Green Eyes,,Male Characters,,Living Characters,4,Mar-93,1993,Marvel
Carver (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,Apr-93,1993,Marvel
Christina Valentino (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,4,Feb-93,1993,Marvel
Cord Mather (Earth-616),,,,,Male Characters,,Deceased Characters,4,Aug-93,1993,Marvel
Dilbert Trilby (Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,4,Nov-93,1993,Marvel
Elias Hargrove (Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4,Sep-93,1993,Marvel
Emma Malone (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,4,Oct-93,1993,Marvel
Fetish (Coven) (Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,4,Jul-93,1993,Marvel
Firestryke (Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,4,Oct-93,1993,Marvel
Frank Bigelow (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,4,Jun-93,1993,Marvel
Goodfellow (Earth-616),,Good Characters,Black Eyes,Green Hair,Male Characters,,Living Characters,4,Jun-93,1993,Marvel
Gray Russell (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,4,Aug-93,1993,Marvel
Grimbat (Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,4,Jan-93,1993,Marvel
Hrinmeer (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4,Aug-93,1993,Marvel
Jack Smithers (Earth-616),Secret Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,4,Nov-93,1993,Marvel
James David (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,4,Jun-93,1993,Marvel
Judicator (Earth-616),,Neutral Characters,,Red Hair,Female Characters,,Living Characters,4,Jun-93,1993,Marvel
Keith Chandler (Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,4,Apr-93,1993,Marvel
Khairi Ngala (Earth-616),Secret Identity,,,Grey Hair,Male Characters,,Living Characters,4,Aug-93,1993,Marvel
Lars Dinkelbach (Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,4,Oct-93,1993,Marvel
Leviathan (smuggler) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,4,Mar-93,1993,Marvel
Nanali (Earth-616),,,Black Eyes,Black Hair,Female Characters,,Living Characters,4,Mar-93,1993,Marvel
Oonagh Mullarkey (Plasmer) (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,4,Nov-93,1993,Marvel
Orville Nugent (Earth-616),,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,4,Jul-93,1993,Marvel
Prime Evil (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,Jan-93,1993,Marvel
Ray Chandler (Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,4,Apr-93,1993,Marvel
Robert Hagon (Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,4,Mar-93,1993,Marvel
Roxelana (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,4,Dec-93,1993,Marvel
Rubach (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,4,Dec-93,1993,Marvel
Sablat (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4,Dec-93,1993,Marvel
Samuel Wantling (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,Sep-93,1993,Marvel
Satyr (Coven) (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,4,Jul-93,1993,Marvel
Shelob (Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,4,Jun-93,1993,Marvel
Steven White (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,4,Jun-93,1993,Marvel
Stranger (Shadow Riders) (Earth-616),,Good Characters,,,Male Characters,,Living Characters,4,Jun-93,1993,Marvel
Tommy (Sleeper) (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,4,Nov-93,1993,Marvel
Ulysses (Pantheon) (Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Deceased Characters,4,Aug-93,1993,Marvel
Volton (Earth-616),Secret Identity,,,No Hair,Male Characters,,Living Characters,4,May-93,1993,Marvel
Vorin (Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,4,Jun-93,1993,Marvel
Warden Jzemlico (Earth-616),,Good Characters,,,Male Characters,,Living Characters,4,Jun-93,1993,Marvel
Zebadiah Creed (Earth-616),Secret Identity,Bad Characters,Amber Eyes,Brown Hair,Male Characters,,Deceased Characters,4,Aug-93,1993,Marvel
Aaron Thorne (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4,Jul-94,1994,Marvel
Aloba Dastoor (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,Feb-94,1994,Marvel
Chu Lo Yan (Earth-616),Public Identity,,,Black Hair,,,Living Characters,4,Dec-94,1994,Marvel
Codabac (Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,4,Jan-94,1994,Marvel
Fireball (Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,4,Jan-94,1994,Marvel
Gargantua (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,Jun-94,1994,Marvel
Gravemoss (Earth-616),,Bad Characters,Red Eyes,Grey Hair,Male Characters,,Living Characters,4,Nov-94,1994,Marvel
Harvest (Maurd) (Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Deceased Characters,4,Jan-94,1994,Marvel
Jim Young (Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,4,Oct-94,1994,Marvel
Kenneth Krask (Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,4,Dec-94,1994,Marvel
Kevin Krask (Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,4,Dec-94,1994,Marvel
Khult (Earth-616),,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,4,Feb-94,1994,Marvel
Killobyte (Lester) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,Jun-94,1994,Marvel
Laserworks (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,Jan-94,1994,Marvel
Maggie (Mutant) (Earth-616),,,Black Eyes,Brown Hair,Female Characters,,Living Characters,4,Feb-94,1994,Marvel
Martin Dennis (Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,4,Jun-94,1994,Marvel
Miho Mikashi (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,4,Sep-94,1994,Marvel
Pandara (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,4,Jan-94,1994,Marvel
Patriarch (Earth-616),,Bad Characters,,White Hair,Male Characters,,Living Characters,4,Jan-94,1994,Marvel
Phantome (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,4,Jun-94,1994,Marvel
Prime Skrull (Earth-616),Public Identity,Good Characters,Green Eyes,Green Hair,Male Characters,,Living Characters,4,Jul-94,1994,Marvel
Rover (Mutate) (Earth-616),Secret Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,4,Jan-94,1994,Marvel
Saint van Sant (Earth-616),,Bad Characters,,White Hair,Male Characters,,Living Characters,4,Aug-94,1994,Marvel
Sisyphus (Earth-616),Public Identity,,,Bald,Male Characters,,Living Characters,4,Jun-94,1994,Marvel
Slaughter Boy (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,4,Jul-94,1994,Marvel
Sloane Chase (Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,4,Jul-94,1994,Marvel
Tantaro (Earth-616),,Good Characters,,,Male Characters,,Living Characters,4,Mar-94,1994,Marvel
Virtual ORganism\/Turing EXperiment (Earth-616),,,,,,,Living Characters,4,Aug-94,1994,Marvel
Xaos (Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,4,May-94,1994,Marvel
Xlyym (Earth-616),,Bad Characters,Red Eyes,,,,Living Characters,4,Jan-94,1994,Marvel
Zakaius (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,4,Dec-94,1994,Marvel
Barbara DeGioia (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,Jan-95,1995,Marvel
Beck Lockhart (Earth-616),,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,4,Apr-95,1995,Marvel
Carl Hollister (Earth-616),Secret Identity,,White Eyes,Blond Hair,Male Characters,,Living Characters,4,Jan-95,1995,Marvel
Cindy Knutz (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,,Living Characters,4,Aug-95,1995,Marvel
Denise Havens (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4,Jan-95,1995,Marvel
Edward Wong (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,Jan-95,1995,Marvel
Fiona Rivera (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4,Jan-95,1995,Marvel
Genecide (Earth-616),,,,Brown Hair,Female Characters,,Living Characters,4,Sep-95,1995,Marvel
Michio Ishimori (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,4,Mar-95,1995,Marvel
Sean Tully (Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,4,Feb-95,1995,Marvel
Sickle (Avatars) (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,4,Jan-95,1995,Marvel
